Nationalstrasse;Abschnitt;fid Zahl;fid Text;fid QGIS;Name Bushaltestelle;Landeskoordinate E;Landeskoordinate N;Typ der Bushaltestelle;Bemerkung zum Typ der Bushaltestelle;Bushaltestelle mit Einbuchtung / auf Fahrbahn;"Ausrüstung
der Haltestelle";Bemerkungen;Lmin TOT;Lmin ZAP;Bmin ZAP;hmin ZAP;Lmin ZAR;Bmin ZAR;hmin ZAR;Lmin ZDE;Bmin ZDE;hmin ZDE;pmax Rampen;pmax Querrichtung;Hindernisse;Bemerkung zum Hindernis;Markierung Taktilo-Visuel;Markierung Haltekante;BehiGe-Konform;Anpassung an BehiGe verhältnismässig;Filiale
N10;12;70;70;70;Plan-les-Ouates, Au Contour;2496774.62;1113209.65;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N10;12;80;80;80;Plan-les-Ouates, Au Contour;2496778.23;1113191.94;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;Zugang über Veloweg;nein;keine;nein;ja;F1
N10;13;26;26;26;Carouge GE, Stade de Genève;2498844.2;1114999.9;;beim Stadion;auf Fahrbahn;Haltekante mit Unterstand;"Kein VDS, StreetView nur von weitem
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N10;13;77;77;77;Carouge GE, Stade de Genève;2498844;1114986.2;;beim Stadion;auf Fahrbahn;Haltekante mit Unterstand;"Kein VDS, StreetView nur von weitem
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N10;13;24;24;24;Carouge GE, Stade de Genève;2498911.2;1115092.2;;beim Stadion;auf Fahrbahn;Haltekante mit Unterstand;"Kein VDS
es gibt um das Stadion mehrere Haltestellen mir derselben Bezeichnung
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N10;13;25;25;25;Carouge GE, Stade de Genève;2498872.8;1115135.3;;beim Stadion;auf Fahrbahn;Haltekante mit Unterstand;"Kein VDS
es gibt um das Stadion mehrere Haltestellen mir derselben Bezeichnung
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N10;12;64;64;64;Grand-Saconnex, Tunnel Routier;2498492;1122153;;beim Flughafen;auf Fahrbahn;Haltekante;"Kein VDS
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;>2%;ja;"einseitig zugänglich,
evtl. noch nicht fertig gebaut";nein;keine;nein;ja;F1
N10;12;69;69;69;Grand-Saconnex, Tunnel Routier;2498500.9;1122164.8;;beim Flughafen;auf Fahrbahn;Haltekante;"Kein VDS
Randstein und Taktilo könnte gemacht werden";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;>2%;ja;"einseitig zugänglich,
evtl. noch nicht fertig gebaut";nein;keine;nein;ja;F1
N10;12;81;81;81;Grand-Saconnex, Tunnel Routier;2498555.5;1122203.6;;beim Flughafen;auf Fahrbahn;Haltekante;"es gibt mehrere Haltestellen mit demselben Namen beim Flughafen
Haltestelle evtl. Jetzt fertig gebaut und mit Taktilo versehen";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;>2%;ja;"einseitig zugänglich,
evtl. noch nicht fertig gebaut";nein;keine;nein;ja;F1
N10;12;84;84;84;Grand-Saconnex, Tunnel Routier;2498562.7;1122239.3;;beim Flughafen;auf Fahrbahn;Haltekante;"es gibt mehrere Haltestellen mit demselben Namen beim Flughafen
Haltestelle evtl. Jetzt fertig gebaut und mit Taktilo versehen";≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;>2%;ja;"einseitig zugänglich,
evtl. noch nicht fertig gebaut";nein;keine;nein;ja;F1
N01;2;54;54;54;Bellevue GE, Rilliet;2500208.1;1123021.8;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N01;2;1;1;1;Bellevue GE, Rilliet;2500223;1122998.8;Sonst;;auf Fahrbahn;Haltekante;Haltestelle hat keine Tafel und keine Markierungen.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N01;2;42;42;42;Les Tuileries, gare;2500353.62;1122921.25;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N01;2;66;66;66;Les Tuileries, gare;2500379.6;1122925.88;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N01;2;71;71;71;Chambésy, Plage du Vengeron;2500772;1122423;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;<12m;<2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N01;6;31;31;31;Gland, Les Tuillières;2509438;1141982;Sonst;;auf Fahrbahn;Haltekante;"Kein nahes/gutes VDS, kein StreetView
Randstein und Taktilo könnte gemacht werden";≥12m;<2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N01;6;19;19;19;Gland, Les Tuillières;2509326.4;1142059.4;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N01;6;58;58;58;Aubonne, Roveray;2520269;1148251;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N01;6;68;68;68;Aubonne, Roveray;2520380.7;1148336.5;Sonst;;auf Fahrbahn;Haltekante;"Könnte verschoben werden auf gegenüber Haltestelle in Gegenrichtung (Bucht ist vorhanden) und mit Trottoireverlängerung.
Ist jetzt fast im Kreisel";≥12m;≥2.4m;<1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N01;8;5;5;5;Morges, Longeraie;2526594.72;1151004.69;;VDS alter Stand,  Masse abgeschätzt;auf Fahrbahn;Haltekante mit Unterstand;"Gemäss StreetView Bilder (wenn man Richtung Kreisel fährt) sind die Haltestellen zu einem Typ 1 oder 2 umgebaut
VDS-Bilder sind älter und zeigen den vorherigen Zustand und sind daher nicht hier eingefügt";≥12m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;<2%;nein;;ja;keine;ja;nein;F1
N01;8;13;13;13;Morges, Longeraie;2526601.63;1151016.31;;VDS alter Stand,  Masse abgeschätzt;auf Fahrbahn;Haltekante mit Unterstand;"Gemäss StreetView Bilder (wenn man Richtung Kreisel fährt) sind die Haltestellen zu einem Typ 1 oder 2 umgebaut
VDS-Bilder sind älter und zeigen den vorherigen Zustand und sind daher nicht hier eingefügt";≥12m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;<2%;nein;;ja;keine;ja;nein;F1
N01;8;35;35;35;Morges, de Beausobre;2528101.63;1152127.05;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N01;8;34;34;34;Morges, de Beausobre;2528134.3;1152173.6;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥12m;<2.4m;≥1.2m;≥16cm;<5.4m;<1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N01;8;28;28;028-N;Lausanne, Bourdonnette;2534882.806;1152786.6;;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;kein direktes VDS, kein StreetView, nicht sicher ob hier beide Perronkanten gemeint sind;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N01;8;28;28;028-S;Lausanne, Bourdonnette;2534882.806;1152786.6;;;mit Einbuchtung;Halteschlaufe für beide Richtungen mit Unterstand;kein direktes VDS, kein StreetView, nicht sicher ob hier beide Perronkanten gemeint sind;≥12m;≥2.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;<2%;ja;einseitig zugänglich;ja;keine;ja;nein;F1
N09;48;79;79;79;Lutry, Landar;2542873;1152090;;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥12m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;4;4;4;Chailly-Montreux, village;2558021.4;1144812.2;Sonst;;mit Einbuchtung;Haltebucht mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;46;46;46;Chailly-Montreux, village;2558055.31;1144810.33;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;47;47;47;Chailly-Montreux, Chailly P+R;2558165.3;1144806.6;;;mit Einbuchtung;Haltebucht;Taktilos ergänzen;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;30;30;30;Chailly-Montreux, Chailly P+R;2558178.3;1144806.5;;;mit Einbuchtung;Haltebucht mit Unterstand;Taktilos ergänzen;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;14;14;14;Chailly-Montreux, Bonnettes;2558412.8;1144969.3;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N09;52;3;3;3;Chailly-Montreux, Bonnettes;2558414.95;1144959.56;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;ja;F1
N09;40;73;73;73;Vallorbe, Le Creux;2519733.4;1175983.6;;;mit Einbuchtung;Haltebucht mit Unterstand;Taktilos ergänzen;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N09;40;56;56;56;Vallorbe, Le Creux;2519757.6;1175987.32;;;mit Einbuchtung;Haltebucht mit Unterstand;Taktilos ergänzen;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥1.4m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;ja;"Schmales Trottoire, Absatz zum Unterstand
VDS Messung nicht möglich";nein;keine;nein;ja;F1
N01;10;45;45;45;Yverdon-les-Bains, Petits-Champs;2539427;1179293;;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥12m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.9m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;Haltestelle unter Brücke der N01;nein;keine;nein;ja;F1
N05;60;11;11;11;Grandson, Corcelettes;2540578;1185747;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden. Aber wenig Besiedlung in der Umgebung;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F1
N05;60;41;41;41;Grandson, Corcelettes;2540607;1185788;Sonst;;mit Einbuchtung;Haltebucht;Randstein und Taktilo könnte gemacht werden. Aber wenig Besiedlung in der Umgebung;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;nein;F1
N05;64;92;92;92;Bevaix, Giratoire 3 Communes;2553596.29;1199279.89;;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N05;64;8;8;8;Bevaix, Giratoire 3 Communes;2553601.8;1199275.7;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N05;64;52;52;52;Neuchâtel, Vauseyon;2559552.1;1204405;;Bus und Taxi Spur;auf Fahrbahn;Haltekante mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;>6%;<2%;nein;;ja;keine;ja;nein;F1
N05;64;57;57;57;Neuchâtel, Vauseyon;2559555.74;1204388.6;Sonst;"""Unterstand"" ist Hausvorsprung";mit Einbuchtung;Haltebucht mit Unterstand;Parkplätze unter Hausvorsprung;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;nein;;ja;keine;nein;nein;F1
N05;64;2;2;2;Neuchâtel, Beauregard;2559737.1;1204316.7;;;auf Fahrbahn;Haltekante mit Unterstand;;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;>6%;<2%;nein;;ja;keine;ja;nein;F1
N05;64;37;37;37;Neuchâtel, Champ-Coco;2560594;1204622;Sonst;;mit Einbuchtung;Haltebucht;"Kein VDS
Randstein könnte gemacht werden";≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;ja;keine;nein;ja;F1
N20;72;33;33;033-N;Valangin, La Cure;2559240;1207668;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden. Einzige Haltestelle weit und breit in Besiedlung;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;;nein;keine;nein;ja;F1
N20;72;33;33;033-S;Valangin, La Cure;2559240;1207668;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden. Einzige Haltestelle weit und breit in Besiedlung;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;>6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N20;73;89;89;89;Thielle, Le Verger;2568972.7;1207936.2;Sonst;;auf Fahrbahn;Nur Tafel;"Trottoire, Randstein und Taktilo könnte gemacht werden.
Viel Besiedlung.";≥12m;≥2.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;nur über Strasse zugänglich;nein;keine;nein;ja;F1
N20;73;74;74;74;Thielle, Le Verger;2568984.7;1207931.7;Sonst;;auf Fahrbahn;Haltekante;"Randstein und Taktilo könnte gemacht werden.
Viel Besiedlung.";≥12m;≥2.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;ja;schmales Trottoire;nein;keine;nein;ja;F1
N05;70;61;61;61;Twann, Bahnhof;2578544;1215894;Sonst;;auf Fahrbahn;Nur Tafel;Haltestelle ist nicht markiert;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;nicht offensichtlich, wo Bus hält;nein;keine;nein;ja;F1
N05;70;48;48;48;Twann, Bahnhof;2578558;1215897;Sonst;;auf Fahrbahn;Nur Tafel;Haltestelle ist nicht markiert;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;nicht offensichtlich, wo Bus hält;nein;keine;nein;ja;F1
N05;72;85;85;85;Tüscherz, Dorfweg;2581261;1217927;Sonst;;auf Fahrbahn;Nur Tafel;Haltestelle ist nicht markiert;<12m;<2.4m;<1.2m;<16cm;<5.4m;<1.4m;<16cm;0;<1.2m;<16cm;<6%;<2%;ja;nicht offensichtlich, wo Bus hält;nein;keine;nein;ja;F1
N05;72;29;29;29;Biel/Bienne, Räblus Vingelz/Räblus Vigneules;2583538;1220094;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.9m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N05;72;63;63;63;Biel/Bienne, Räblus Vingelz/Räblus Vigneules;2583562.18;1220100.5;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N05;72;40;40;40;Biel/Bienne, Neuenburgstrasse/Rte de Neuchâtel;2583744.29;1220213.24;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N05;72;87;87;87;Biel/Bienne, Neuenburgstrasse/Rte de Neuchâtel;2583772.26;1220220.4;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N05;72;88;88;88;Biel/Bienne, Beau-Rivage;2583990.8;1220351.7;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥1.4m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;ja;keine;nein;ja;F1
N05;72;78;78;78;Biel/Bienne, Beau-Rivage;2584067.9;1220384.1;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;ja;keine;nein;ja;F1
N16;14;43;43;43;Frinvillier, bif. sur Bienne;2585746;1223955;Sonst;;auf Fahrbahn;Nur Tafel;Ausserhalb Siedlung;≥18m;≥8.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;>6%;<2%;nein;;nein;keine;nein;nein;F1
N18;61;51;51;51;Delémont, Bellerive;2594296;1248173;;;mit Einbuchtung;Haltebucht;Taktilo ergänzen;≥12m;≥2.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;ja;Velostreifen zwischen Halltestelle und Trottoire;nein;keine;nein;ja;F1
N18;61;50;50;50;Delémont, Bellerive;2594273;1248159;Sonst;;mit Einbuchtung;Haltebucht;Taktilo ergänzen;≥12m;≥2.4m;<1.2m;<16cm;≥5.4m;<1.4m;<16cm;≥4.2m;<1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;36;36;36;Delémont, Gros-Seuc;2593880;1246467;Sonst;;auf Fahrbahn;Haltekante;"Haltestellenmarkierung  6m, Platz für 18m.
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;0;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;27;27;27;Delémont, Gros-Seuc;2593879;1246455;Sonst;;auf Fahrbahn;Haltekante;"Haltestellenmarkierung  6m, Platz für 18m.
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥2.0m;<16cm;1;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;15;15;15;Delémont, Lilas;2593957;1246205;Sonst;;auf Fahrbahn;Haltekante;"Haltestellenmarkierung  6m, Platz für 18m.
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥2.0m;<16cm;2;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;62;62;62;Delémont, Lilas;2593955;1246192;Sonst;;auf Fahrbahn;Haltekante;"Haltestellenmarkierung  6m, Platz für 18m.
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥2.0m;<16cm;3;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;7;7;7;Delémont, Von Roll;2594054;1245863;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.3m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;60;60;60;Delémont, Von Roll;2594055;1245844;Sonst;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥12m;≥2.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N18;61;93;93;93;Delémont, Innodel;2594439;1244794;Sonst;;auf Fahrbahn;Haltekante mit Unterstand;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;<16cm;≥5.4m;≥2.0m;<16cm;≥4.2m;≥1.2m;<16cm;<6%;<2%;ja;einseitig zugänglich;nein;keine;nein;ja;F1
N20;71;82;82;82;Le Locle-Col-des-Roches, gare;2545865;1211265;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N20;71;49;49;49;Le Locle-Col-des-Roches, gare;2545899;1211270;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N20;71;72;72;72;Le Locle, douane marchandises;2546262;1211445;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥1.4m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N20;71;18;18;18;Le Locle, douane marchandises;2546316;1211459;;;auf Fahrbahn;Haltekante;Randstein und Taktilo könnte gemacht werden.;≥18m;≥8.4m;≥1.2m;≥16cm;≥5.4m;≥2.0m;≥16cm;≥4.2m;≥1.2m;≥16cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
N20;71;83;83;83;Le Locle, Prés d'Amens;2546728;1211656;Sonst;keine Tafel, keine Markierung;auf Fahrbahn;Haltekante;"Keine Tafel, keine Markierung (VDS / StreetView / Geo Admin)
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;0;≥1.2m;<16cm;<6%;<2%;ja;"Keine Tafel, keine Markierung
(VDS / StreetView / Geo Admin)";nein;keine;nein;ja;F1
N20;71;53;53;53;Le Locle, Prés d'Amens;2546773;1211664;Sonst;keine Tafel, keine Markierung;auf Fahrbahn;Haltekante;"Keine Tafel, keine Markierung (VDS / StreetView / Geo Admin)
Randstein und Taktilo könnte gemacht werden.";<12m;<2.4m;≥1.2m;<16cm;<5.4m;≥1.4m;<16cm;0;≥1.2m;<16cm;<6%;<2%;ja;"Keine Tafel, keine Markierung
(VDS / StreetView / Geo Admin)";nein;keine;nein;ja;F1
N20;71;22;22;22;Le Locle, Lux;2547130;1211834;1;;auf Fahrbahn;Haltekante mit Unterstand;Taktilo ergänzen;≥18m;≥8.4m;≥1.2m;≥22cm;≥5.4m;≥2.9m;≥22cm;≥4.2m;≥1.2m;≥22cm;<6%;<2%;nein;;nein;keine;nein;ja;F1
